date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:46	30884/30884	---M--	200	added ('OK')	text/css	etag:%2262f0d762-78a4%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/style.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/style1790.css	(from https://Atelis.com/)
13:40:47	11613/11613	---M--	200	added ('OK')	text/css	etag:%2262f0d762-2d5d%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/blog.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/blog1790.css	(from https://Atelis.com/)
13:40:47	1308/1308	---M--	200	added ('OK')	text/css	etag:%2262f0d762-51c%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/fellowshiprequest.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/fellowshiprequest1790.css	(from https://Atelis.com/)
13:40:47	4551/4551	---M--	200	added ('OK')	text/css	etag:%2262f0d762-11c7%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/pipeline.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/pipeline1790.css	(from https://Atelis.com/)
13:40:48	20658/20658	---M--	200	added ('OK')	text/css	etag:%22640211c4-50b2%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/fellowship.css?ver=1677857220	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/fellowshipaa1e.css	(from https://Atelis.com/)
13:40:48	18340/18340	---M--	200	added ('OK')	text/css	etag:%2262f0d762-47a4%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/internationalfellowship.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/internationalfellowship1790.css	(from https://Atelis.com/)
13:40:48	1076/1076	---M--	200	added ('OK')	text/css	etag:%2262f0d762-434%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/thankyou.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/thankyou1790.css	(from https://Atelis.com/)
13:40:49	4133/4133	---M--	200	added ('OK')	text/css	etag:%2262f0d762-1025%22	https://Atelis.com/wp-content/themes/Decagon/assets/css/hireadev.css?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/css/hireadev1790.css	(from https://Atelis.com/)
13:40:49	19363/19363	---M--	200	added ('OK')	text/css	etag:%226419c4ec-4ba3%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://Atelis.com/)
13:40:49	87331/87331	---M--	200	added ('OK')	text/css	etag:%226419c4ec-15523%22	https://Atelis.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.11.5	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/css/frontend-lite.mina3be.css	(from https://Atelis.com/)
13:40:50	12876/12876	---M--	200	added ('OK')	text/css	etag:%226419c4ec-324c%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://Atelis.com/)
13:40:51	1197/1197	---M--	200	added ('OK')	text/css	etag:%226419c50f-4ad%22	https://Atelis.com/wp-content/uploads/elementor/css/post-40.css?ver=1679410447	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/elementor/css/post-40a97b.css	(from https://Atelis.com/)
13:40:52	8777/8777	---M--	200	added ('OK')	text/css	etag:%226419c4ec-2249%22	https://Atelis.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.11.6	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.minf0b4.css	(from https://Atelis.com/)
13:40:52	17728/17728	---M--	200	added ('OK')	text/css	etag:%226419c50f-4540%22	https://Atelis.com/wp-content/uploads/elementor/css/global.css?ver=1679410447	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/elementor/css/globala97b.css	(from https://Atelis.com/)
13:40:52	89684/89684	---M--	200	added ('OK')	application/javascript	etag:%226362550f-15e54%22	https://Atelis.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://Atelis.com/)
13:40:53	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%225fb4e3fe-2bd8%22	https://Atelis.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://Atelis.com/)
13:40:53	1045/1045	---M--	200	added ('OK')	application/javascript	etag:%2262f9e97d-415%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/loadmore.js?ver=6.1.1	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/loadmore6a4d.js	(from https://Atelis.com/)
13:40:53	793/793	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:40:54%20GMT	https://Atelis.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Atelis/Atelis.com/xmlrpc0db0.php	(from https://Atelis.com/)
13:40:54	1045/1045	---M--	200	added ('OK')	text/xml	etag:%2252a8c1b7-415%22	https://Atelis.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-includes/wlwmanifest.xml	(from https://Atelis.com/)
13:40:54	199589/199589	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:40:55%20GMT	https://Atelis.com/wp-json/	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/index.html	(from https://Atelis.com/)
13:40:54	1776/1776	---M--	200	added ('OK')	image/png	etag:%2262dbe547-6f0%22	https://Atelis.com/wp-content/uploads/2022/07/favicon.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/2022/07/favicon.png	(from https://Atelis.com/)
13:40:54	13752/13752	---M--	200	added ('OK')	image/svg+xml	etag:%2262dbe4e0-35b8%22	https://Atelis.com/wp-content/uploads/2022/07/logo-white.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/2022/07/logo-white.png	(from https://Atelis.com/)
13:40:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:40:56%20GMT	https://Atelis.com/fellowship	C:/My%20Web%20Sites/Atelis/Atelis.com/fellowship	(from https://Atelis.com/)
13:40:55	3840/3840	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-f00%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/partners/merck.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/partners/merck.svg	(from https://Atelis.com/)
13:40:55	62337/62337	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:40:56%20GMT	https://Atelis.com/fellowship/	C:/My%20Web%20Sites/Atelis/Atelis.com/fellowship/index.html	(from https://Atelis.com/)
13:40:55	2686/2686	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-a7e%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/partners/nike.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/partners/nike.svg	(from https://Atelis.com/)
13:40:56	8660/8660	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-21d4%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/partners/mastercard.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/partners/mastercard.svg	(from https://Atelis.com/)
13:40:56	11016/11016	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-2b08%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/partners/vertex.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/partners/vertex.svg	(from https://Atelis.com/)
13:40:56	19382/19382	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-4bb6%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/partners/budweiser.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/partners/budweiser.svg	(from https://Atelis.com/)
13:40:57	1590/1590	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-636%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/partners/nokia.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/partners/nokia.svg	(from https://Atelis.com/)
13:40:57	55361/55361	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-d841%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/workspace.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/workspace.jpg	(from https://Atelis.com/)
13:40:57	15718/15718	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-3d66%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/team2%201.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/team2%201.jpg	(from https://Atelis.com/)
13:40:58	6837/6837	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-1ab5%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/leadership/chika-nwobi.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/leadership/chika-nwobi.jpg	(from https://Atelis.com/)
13:40:58	1424/1424	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-590%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/linkedin.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/linkedin.svg	(from https://Atelis.com/)
13:40:58	7301/7301	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-1c85%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/leadership/laurens-kreuze.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/leadership/laurens-kreuze.jpg	(from https://Atelis.com/)
13:40:59	6706/6706	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-1a32%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/leadership/emilly-liggette.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/leadership/emilly-liggette.jpg	(from https://Atelis.com/)
13:40:59	9257/9257	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-2429%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/leadership/jody-ike.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/leadership/jody-ike.jpg	(from https://Atelis.com/)
13:40:59	8976/8976	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-2310%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/leadership/joseph-abah.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/leadership/joseph-abah.jpg	(from https://Atelis.com/)
13:40:59	4491/4491	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-118b%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/atlassian.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/atlassian.svg	(from https://Atelis.com/)
13:41:00	6292/6292	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-1894%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/microsoft.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/microsoft.svg	(from https://Atelis.com/)
13:41:00	4948/4948	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-1354%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/github.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/github.svg	(from https://Atelis.com/)
13:41:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:01%20GMT	https://Atelis.com/blog	C:/My%20Web%20Sites/Atelis/Atelis.com/blog	(from https://Atelis.com/)
13:41:01	549/549	---M--	200	added ('OK')	image/svg+xml	etag:%2262f98e00-225%22	https://Atelis.com/wp-content/uploads/2022/08/Facebook.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/2022/08/Facebook.svg	(from https://Atelis.com/)
13:41:01	41821/41821	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:02%20GMT	https://Atelis.com/blog/	C:/My%20Web%20Sites/Atelis/Atelis.com/blog/index.html	(from https://Atelis.com/)
13:41:01	1470/1470	---M--	200	added ('OK')	image/svg+xml	etag:%2262f98e13-5be%22	https://Atelis.com/wp-content/uploads/2022/08/Twitter.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/2022/08/Twitter.svg	(from https://Atelis.com/)
13:41:01	2304/2304	---M--	200	added ('OK')	image/svg+xml	etag:%2262f98e23-900%22	https://Atelis.com/wp-content/uploads/2022/08/Instagram.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/2022/08/Instagram.svg	(from https://Atelis.com/)
13:41:02	1639/1639	---M--	200	added ('OK')	image/svg+xml	etag:%2262f98e32-667%22	https://Atelis.com/wp-content/uploads/2022/08/LinkedIn.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/uploads/2022/08/LinkedIn.svg	(from https://Atelis.com/)
13:41:02	59827/59827	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:03%20GMT	https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/	C:/My%20Web%20Sites/Atelis/Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/index.html	(from https://Atelis.com/)
13:41:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:03%20GMT	https://Atelis.com/privacy	C:/My%20Web%20Sites/Atelis/Atelis.com/privacy	(from https://Atelis.com/)
13:41:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:04%20GMT	https://Atelis.com/terms	C:/My%20Web%20Sites/Atelis/Atelis.com/terms	(from https://Atelis.com/)
13:41:02	46087/46087	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:04%20GMT	https://Atelis.com/privacy/	C:/My%20Web%20Sites/Atelis/Atelis.com/privacy/index.html	(from https://Atelis.com/)
13:41:02	1090/1090	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-442%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/Iconly/Bulk/Message.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/Iconly/Bulk/Message.svg	(from https://Atelis.com/)
13:41:03	46072/46072	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:04%20GMT	https://Atelis.com/terms/	C:/My%20Web%20Sites/Atelis/Atelis.com/terms/index.html	(from https://Atelis.com/)
13:41:04	2517/2517	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202023%2012:25:49%20GMT	https://js.hs-scripts.com/9289848.js?integration=WordPress&ver=10.0.25	C:/My%20Web%20Sites/Atelis/js.hs-scripts.com/92898484e6c.js	(from https://Atelis.com/)
13:41:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:06%20GMT	http://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.min.js?ver=1.0	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.min.385152.delayed	(from https://Atelis.com/)
13:41:06	53644/53644	---M-Z	200	added ('OK')	application/javascript	etag:%225efa1cee-d18c%22	http://cdnjs.cloudflare.com/ajax/libs/bootstrap-select/1.13.18/js/bootstrap-select.min.js?ver=1.0	C:/My%20Web%20Sites/Atelis/cdnjs.cloudflare.com/ajax/libs/bootstrap-select/1.13.18/js/bootstrap-select.min5152.js	(from https://Atelis.com/)
13:41:06	62411/62411	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f3cb-yjKdCGaCpNdbVSjTJqZqbT//qxM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.min.js?ver=1.0	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.min5152.js	(from https://Atelis.com/)
13:41:07	21702/21702	---M--	200	added ('OK')	application/javascript	etag:%2262f9e97d-54c6%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/countrypicker.js?ver=1660545405	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/countrypicker2b75.js	(from https://Atelis.com/)
13:41:08	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-a76f%22	http://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.js?ver=1.0	C:/My%20Web%20Sites/Atelis/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min5152.js	(from https://Atelis.com/)
13:41:08	1569/1569	---M--	200	added ('OK')	application/javascript	etag:%2262f0d762-621%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/script.js?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/script1790.js	(from https://Atelis.com/)
13:41:08	893/893	---M--	200	added ('OK')	application/javascript	etag:%2262f9e97d-37d%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/fellowship/slick-carousel.js?ver=1660545405	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/fellowship/slick-carousel2b75.js	(from https://Atelis.com/)
13:41:09	2331/2331	---M--	200	added ('OK')	application/javascript	etag:%2262f9e97d-91b%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/about/carousel.js?ver=1660545405	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/about/carousel2b75.js	(from https://Atelis.com/)
13:41:09	805/805	---M--	200	added ('OK')	application/javascript	etag:%2262f9e97d-325%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/hireadev/carousel.js?ver=1660545405	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/hireadev/carousel2b75.js	(from https://Atelis.com/)
13:41:09	148/148	---M--	200	added ('OK')	application/javascript	etag:%2262f0d762-94%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/resubmit.js?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/resubmit1790.js	(from https://Atelis.com/)
13:41:10	5381/5381	---M--	200	added ('OK')	application/javascript	etag:%2262f0d762-1505%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/moreinput.js?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/moreinput1790.js	(from https://Atelis.com/)
13:41:10	8747/8747	---M--	200	added ('OK')	application/javascript	etag:%2263c46a77-222b%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/submitform.js?ver=1673816695	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/submitform7f39.js	(from https://Atelis.com/)
13:41:10	725/725	---M--	200	added ('OK')	application/javascript	etag:%2262f0d762-2d5%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/fellowship/carousel.js?ver=1659950946	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/fellowship/carousel1790.js	(from https://Atelis.com/)
13:41:10	816/816	---M--	200	added ('OK')	application/javascript	etag:%2262f9e97d-330%22	https://Atelis.com/wp-content/themes/Decagon/assets/js/fellowship/ninthsection.js?ver=1660545405	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/js/fellowship/ninthsection2b75.js	(from https://Atelis.com/)
13:41:12	13352/13352	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2010%20Jan%202023%2017:22:56%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	C:/My%20Web%20Sites/Atelis/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://Atelis.com/)
13:41:13	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-ehqkNhQ5Y4K7FeX95XTZzc0haY8%22	https://cdn.jsdelivr.net/jquery.slick/1.5.0/ajax-loader.gif	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/jquery.slick/1.5.0/ajax-loader.gif	(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:14	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.eot	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.eot	(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:14	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.eot?	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slickd41d.eot	(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:15	1380/1380	---M--	200	added ('OK')	font/woff	etag:W/%22564-r5HBLw9Aak+AGus7OYdo/kHY+GQ%22	https://cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.woff	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.woff	(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:15	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22764-MzHuvdS6NI7yWr4Aw5/76GfUZXU%22	https://cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.ttf	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.ttf	(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:16	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22868-F/Y8b2ExOJRiuj2BS33fgzRHBfk%22	https://cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.svg	C:/My%20Web%20Sites/Atelis/cdn.jsdelivr.net/jquery.slick/1.5.0/fonts/slick.svg	(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:17	85732/85732	---M--	200	added ('OK')	image/jpeg	etag:%2262f0d762-14ee4%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/hero.jpg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/hero.jpg	(from https://Atelis.com/wp-content/themes/Decagon/assets/css/style.css?ver=1659950946)
13:41:18	93868/93868	---M--	200	added ('OK')	application/octet-stream	etag:%226419c4ec-16eac%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
